"Activity" "Subject" "Measurement" "Value"
"standing" "17" "tBodyAcc-std()-Z" -0.970462679230769
"walking" "17" "tBodyAcc-std()-Z" -0.265824489180328
"walking_downstairs" "17" "tBodyAcc-std()-Z" -0.231064156615217
"walking_upstairs" "17" "tBodyAcc-std()-Z" -0.230220954239583
"laying" "18" "tBodyAcc-std()-Z" -0.987658662307692
"sitting" "18" "tBodyAcc-std()-Z" -0.977572717017544
"standing" "18" "tBodyAcc-std()-Z" -0.961873909178082
"walking" "18" "tBodyAcc-std()-Z" -0.428348061071429
"walking_downstairs" "18" "tBodyAcc-std()-Z" -0.418610127454545
"walking_upstairs" "18" "tBodyAcc-std()-Z" -0.31437339137931
"laying" "19" "tBodyAcc-std()-Z" -0.984672837228916
"sitting" "19" "tBodyAcc-std()-Z" -0.951929615068493
"standing" "19" "tBodyAcc-std()-Z" -0.952599653972603
"walking" "19" "tBodyAcc-std()-Z" -0.13947794235
"walking_downstairs" "19" "tBodyAcc-std()-Z" 0.049322451025641
"walking_upstairs" "19" "tBodyAcc-std()-Z" -0.1904685504575
"laying" "20" "tBodyAcc-std()-Z" -0.972571998382353
"sitting" "20" "tBodyAcc-std()-Z" -0.929106396818182
"standing" "20" "tBodyAcc-std()-Z" -0.913142481643836
"walking" "20" "tBodyAcc-std()-Z" -0.228734217372549
"walking_downstairs" "20" "tBodyAcc-std()-Z" -0.160938536488889
"walking_upstairs" "20" "tBodyAcc-std()-Z" -0.229249455098039
"laying" "21" "tBodyAcc-std()-Z" -0.945653787777778
"sitting" "21" "tBodyAcc-std()-Z" -0.959567861764706
"standing" "21" "tBodyAcc-std()-Z" -0.946123407078652
"walking" "21" "tBodyAcc-std()-Z" -0.16868872575
"walking_downstairs" "21" "tBodyAcc-std()-Z" -0.0717893558666667
"walking_upstairs" "21" "tBodyAcc-std()-Z" -0.219707928574468
"laying" "22" "tBodyAcc-std()-Z" -0.942945807916667
"sitting" "22" "tBodyAcc-std()-Z" -0.917564853870968
"standing" "22" "tBodyAcc-std()-Z" -0.942201655238095
"walking" "22" "tBodyAcc-std()-Z" -0.213351968804348
"walking_downstairs" "22" "tBodyAcc-std()-Z" -0.325722718055556
"walking_upstairs" "22" "tBodyAcc-std()-Z" -0.109613216345238
"laying" "23" "tBodyAcc-std()-Z" -0.973223495416667
"sitting" "23" "tBodyAcc-std()-Z" -0.905584390323529
"standing" "23" "tBodyAcc-std()-Z" -0.929409745147059
"walking" "23" "tBodyAcc-std()-Z" 0.164220685383051
"walking_downstairs" "23" "tBodyAcc-std()-Z" 0.229898742944444
"walking_upstairs" "23" "tBodyAcc-std()-Z" 0.10080118935098
"laying" "24" "tBodyAcc-std()-Z" -0.973566958888889
"sitting" "24" "tBodyAcc-std()-Z" -0.957056111470588
"standing" "24" "tBodyAcc-std()-Z" -0.930283530144928
"walking" "24" "tBodyAcc-std()-Z" -0.288840016206897
"walking_downstairs" "24" "tBodyAcc-std()-Z" -0.205566380745455
"walking_upstairs" "24" "tBodyAcc-std()-Z" -0.255601012881356
"laying" "25" "tBodyAcc-std()-Z" -0.717262004013699
"sitting" "25" "tBodyAcc-std()-Z" -0.965139552153846
"standing" "25" "tBodyAcc-std()-Z" -0.964642688108108
"walking" "25" "tBodyAcc-std()-Z" -0.437133403243243
"walking_downstairs" "25" "tBodyAcc-std()-Z" -0.457972381896552
"walking_upstairs" "25" "tBodyAcc-std()-Z" -0.296523975076923
"laying" "26" "tBodyAcc-std()-Z" -0.984500013157895
"sitting" "26" "tBodyAcc-std()-Z" -0.950004414102564
"standing" "26" "tBodyAcc-std()-Z" -0.962988401351351
"walking" "26" "tBodyAcc-std()-Z" -0.333486502542373
"walking_downstairs" "26" "tBodyAcc-std()-Z" -0.284807676
"walking_upstairs" "26" "tBodyAcc-std()-Z" -0.404596936545455
"laying" "27" "tBodyAcc-std()-Z" -0.986636996081081
"sitting" "27" "tBodyAcc-std()-Z" -0.965858735142857
"standing" "27" "tBodyAcc-std()-Z" -0.962408444875
"walking" "27" "tBodyAcc-std()-Z" -0.297318273508772
"walking_downstairs" "27" "tBodyAcc-std()-Z" -0.240040783340909
"walking_upstairs" "27" "tBodyAcc-std()-Z" -0.23070787672549
"laying" "28" "tBodyAcc-std()-Z" -0.956450342875
"sitting" "28" "tBodyAcc-std()-Z" -0.936667245694444
"standing" "28" "tBodyAcc-std()-Z" -0.905123824177215
"walking" "28" "tBodyAcc-std()-Z" -0.300928395925926
"walking_downstairs" "28" "tBodyAcc-std()-Z" -0.341031811521739
"walking_upstairs" "28" "tBodyAcc-std()-Z" -0.28598691372549
"laying" "29" "tBodyAcc-std()-Z" -0.987255149855072
"sitting" "29" "tBodyAcc-std()-Z" -0.968063878166667
"standing" "29" "tBodyAcc-std()-Z" -0.980207488923077
"walking" "29" "tBodyAcc-std()-Z" -0.242828038264151
"walking_downstairs" "29" "tBodyAcc-std()-Z" -0.223177999879167
"walking_upstairs" "29" "tBodyAcc-std()-Z" 0.0995443502346939
"laying" "30" "tBodyAcc-std()-Z" -0.967044236428571
"sitting" "30" "tBodyAcc-std()-Z" -0.950654041290323
"standing" "30" "tBodyAcc-std()-Z" -0.912850596949152
"walking" "30" "tBodyAcc-std()-Z" -0.120476783907692
"walking_downstairs" "30" "tBodyAcc-std()-Z" -0.217275690290323
"walking_upstairs" "30" "tBodyAcc-std()-Z" 0.0249468034966154
"laying" "1" "tGravityAcc-mean()-X" -0.24888179828
"sitting" "1" "tGravityAcc-mean()-X" 0.831509933404255
"standing" "1" "tGravityAcc-mean()-X" 0.942952000377358
"walking" "1" "tGravityAcc-mean()-X" 0.935223201473684
"walking_downstairs" "1" "tGravityAcc-mean()-X" 0.931874418979592
"walking_upstairs" "1" "tGravityAcc-mean()-X" 0.89335109754717
"laying" "2" "tGravityAcc-mean()-X" -0.509754238125
"sitting" "2" "tGravityAcc-mean()-X" 0.940477273043478
"standing" "2" "tGravityAcc-mean()-X" 0.896928566851852
"walking" "2" "tGravityAcc-mean()-X" 0.91301733338983
"walking_downstairs" "2" "tGravityAcc-mean()-X" 0.861831345531915
"walking_upstairs" "2" "tGravityAcc-mean()-X" 0.790717418541667
"laying" "3" "tGravityAcc-mean()-X" -0.241758478064516
"sitting" "3" "tGravityAcc-mean()-X" 0.901098984615385
"standing" "3" "tGravityAcc-mean()-X" 0.93503077852459
"walking" "3" "tGravityAcc-mean()-X" 0.936506743275862
"walking_downstairs" "3" "tGravityAcc-mean()-X" 0.939057787755102
"walking_upstairs" "3" "tGravityAcc-mean()-X" 0.883533436101695
"laying" "4" "tGravityAcc-mean()-X" -0.420664662222222
"sitting" "4" "tGravityAcc-mean()-X" 0.8693030064
"standing" "4" "tGravityAcc-mean()-X" 0.95619779125
"walking" "4" "tGravityAcc-mean()-X" 0.963999696833333
"walking_downstairs" "4" "tGravityAcc-mean()-X" 0.947731858666667
"walking_upstairs" "4" "tGravityAcc-mean()-X" 0.946264314423077
"laying" "5" "tGravityAcc-mean()-X" -0.483470597692308
"sitting" "5" "tGravityAcc-mean()-X" 0.880731443863636
"standing" "5" "tGravityAcc-mean()-X" 0.960188699107143
"walking" "5" "tGravityAcc-mean()-X" 0.972624959821429
"walking_downstairs" "5" "tGravityAcc-mean()-X" 0.956649352553192
"walking_upstairs" "5" "tGravityAcc-mean()-X" 0.936821834893617
"laying" "6" "tGravityAcc-mean()-X" -0.47670987877193
"sitting" "6" "tGravityAcc-mean()-X" 0.933692934909091
"standing" "6" "tGravityAcc-mean()-X" 0.945139003859649
"walking" "6" "tGravityAcc-mean()-X" 0.958067455087719
"walking_downstairs" "6" "tGravityAcc-mean()-X" 0.928531455208333
"walking_upstairs" "6" "tGravityAcc-mean()-X" 0.913632241568627
"laying" "7" "tGravityAcc-mean()-X" -0.502814250576923
"sitting" "7" "tGravityAcc-mean()-X" 0.969147824375
"standing" "7" "tGravityAcc-mean()-X" 0.958728687924528
"walking" "7" "tGravityAcc-mean()-X" 0.932566472280702
"walking_downstairs" "7" "tGravityAcc-mean()-X" 0.930623632765957
"walking_upstairs" "7" "tGravityAcc-mean()-X" 0.81874656
"laying" "8" "tGravityAcc-mean()-X" -0.405930036111111
"sitting" "8" "tGravityAcc-mean()-X" 0.832453878043478
"standing" "8" "tGravityAcc-mean()-X" 0.957669921111111
"walking" "8" "tGravityAcc-mean()-X" 0.913586347916667
"walking_downstairs" "8" "tGravityAcc-mean()-X" 0.914023498421053
"walking_upstairs" "8" "tGravityAcc-mean()-X" 0.860368718780488
"laying" "9" "tGravityAcc-mean()-X" -0.5802528348
"sitting" "9" "tGravityAcc-mean()-X" 0.9163245106
"standing" "9" "tGravityAcc-mean()-X" 0.961323502222222
"walking" "9" "tGravityAcc-mean()-X" 0.951867079615385
"walking_downstairs" "9" "tGravityAcc-mean()-X" 0.938417773333333
"walking_upstairs" "9" "tGravityAcc-mean()-X" 0.902647777755102
"laying" "10" "tGravityAcc-mean()-X" -0.453069737586207
"sitting" "10" "tGravityAcc-mean()-X" 0.791887198148148
"standing" "10" "tGravityAcc-mean()-X" 0.954008785454545
"walking" "10" "tGravityAcc-mean()-X" 0.963092149811321
"walking_downstairs" "10" "tGravityAcc-mean()-X" 0.939807421052632
"walking_upstairs" "10" "tGravityAcc-mean()-X" 0.931861027446809
"laying" "11" "tGravityAcc-mean()-X" -0.134832031403509
"sitting" "11" "tGravityAcc-mean()-X" 0.871963798301887
"standing" "11" "tGravityAcc-mean()-X" 0.956464535957447
"walking" "11" "tGravityAcc-mean()-X" 0.946468451355932
"walking_downstairs" "11" "tGravityAcc-mean()-X" 0.941746406521739
"walking_upstairs" "11" "tGravityAcc-mean()-X" 0.892626155555556
"laying" "12" "tGravityAcc-mean()-X" -0.3785920653
"sitting" "12" "tGravityAcc-mean()-X" 0.926228975490196
"standing" "12" "tGravityAcc-mean()-X" 0.957317821803279
"walking" "12" "tGravityAcc-mean()-X" 0.9668735148
"walking_downstairs" "12" "tGravityAcc-mean()-X" 0.949861980652174
"walking_upstairs" "12" "tGravityAcc-mean()-X" 0.938371473269231
"laying" "13" "tGravityAcc-mean()-X" -0.156852206467742
"sitting" "13" "tGravityAcc-mean()-X" 0.92557651244898
"standing" "13" "tGravityAcc-mean()-X" 0.942695296842105
"walking" "13" "tGravityAcc-mean()-X" 0.910855709298246
"walking_downstairs" "13" "tGravityAcc-mean()-X" 0.941875619787234
"walking_upstairs" "13" "tGravityAcc-mean()-X" 0.847634313454545
"laying" "14" "tGravityAcc-mean()-X" -0.145483631627451
"sitting" "14" "tGravityAcc-mean()-X" 0.939038759814815
"standing" "14" "tGravityAcc-mean()-X" 0.875319569
"walking" "14" "tGravityAcc-mean()-X" 0.802973961525424
"walking_downstairs" "14" "tGravityAcc-mean()-X" 0.81629643
"walking_upstairs" "14" "tGravityAcc-mean()-X" 0.688256122222222
"laying" "15" "tGravityAcc-mean()-X" -0.1719930545
"sitting" "15" "tGravityAcc-mean()-X" 0.89036426220339
"standing" "15" "tGravityAcc-mean()-X" 0.965528899622642
"walking" "15" "tGravityAcc-mean()-X" 0.951524391481481
"walking_downstairs" "15" "tGravityAcc-mean()-X" 0.932302200476191
"walking_upstairs" "15" "tGravityAcc-mean()-X" 0.918544812291667
"laying" "16" "tGravityAcc-mean()-X" -0.206783742242857
"sitting" "16" "tGravityAcc-mean()-X" 0.942457377971014
"standing" "16" "tGravityAcc-mean()-X" 0.941587749358974
"walking" "16" "tGravityAcc-mean()-X" 0.925981326078431
"walking_downstairs" "16" "tGravityAcc-mean()-X" 0.917818427021277
"walking_upstairs" "16" "tGravityAcc-mean()-X" 0.826874282745098
"laying" "17" "tGravityAcc-mean()-X" -0.19913309
"sitting" "17" "tGravityAcc-mean()-X" 0.94488374765625
"standing" "17" "tGravityAcc-mean()-X" 0.904678547435897
"walking" "17" "tGravityAcc-mean()-X" 0.92811236852459
"walking_downstairs" "17" "tGravityAcc-mean()-X" 0.928817578043478
"walking_upstairs" "17" "tGravityAcc-mean()-X" 0.853530565833333
"laying" "18" "tGravityAcc-mean()-X" -0.220600509076923
"sitting" "18" "tGravityAcc-mean()-X" 0.909816469298246
"standing" "18" "tGravityAcc-mean()-X" 0.947573239863014
"walking" "18" "tGravityAcc-mean()-X" 0.92386524875
"walking_downstairs" "18" "tGravityAcc-mean()-X" 0.932277478363636
"walking_upstairs" "18" "tGravityAcc-mean()-X" 0.883330258448276
"laying" "19" "tGravityAcc-mean()-X" -0.680043155060241
"sitting" "19" "tGravityAcc-mean()-X" 0.581371509041096
"standing" "19" "tGravityAcc-mean()-X" 0.944045837534247
"walking" "19" "tGravityAcc-mean()-X" 0.935222559230769
"walking_downstairs" "19" "tGravityAcc-mean()-X" 0.881940855128205
"walking_upstairs" "19" "tGravityAcc-mean()-X" 0.8294283725
"laying" "20" "tGravityAcc-mean()-X" -0.472431415573529
"sitting" "20" "tGravityAcc-mean()-X" 0.924454522424242
"standing" "20" "tGravityAcc-mean()-X" 0.911231752465753
"walking" "20" "tGravityAcc-mean()-X" 0.899965205686274
"walking_downstairs" "20" "tGravityAcc-mean()-X" 0.91972663
"walking_upstairs" "20" "tGravityAcc-mean()-X" 0.777095717058824
"laying" "21" "tGravityAcc-mean()-X" -0.174349174822222
"sitting" "21" "tGravityAcc-mean()-X" 0.940031368
"standing" "21" "tGravityAcc-mean()-X" 0.881213341910112
"walking" "21" "tGravityAcc-mean()-X" 0.862524800961538
"walking_downstairs" "21" "tGravityAcc-mean()-X" 0.872683205555556
"walking_upstairs" "21" "tGravityAcc-mean()-X" 0.781177210851064
"laying" "22" "tGravityAcc-mean()-X" -0.418494577083333
"sitting" "22" "tGravityAcc-mean()-X" 0.839305928709677
"standing" "22" "tGravityAcc-mean()-X" 0.954064297619048
"walking" "22" "tGravityAcc-mean()-X" 0.936096410434783
"walking_downstairs" "22" "tGravityAcc-mean()-X" 0.921820641944444
"walking_upstairs" "22" "tGravityAcc-mean()-X" 0.889454382857143
"laying" "23" "tGravityAcc-mean()-X" -0.391564962777778
"sitting" "23" "tGravityAcc-mean()-X" 0.936509242941176
"standing" "23" "tGravityAcc-mean()-X" 0.919857125882353
"walking" "23" "tGravityAcc-mean()-X" 0.939809688644068
"walking_downstairs" "23" "tGravityAcc-mean()-X" 0.923711401296296
"walking_upstairs" "23" "tGravityAcc-mean()-X" 0.843438810196078
"laying" "24" "tGravityAcc-mean()-X" -0.359292534027778
"sitting" "24" "tGravityAcc-mean()-X" 0.919637604411765
"standing" "24" "tGravityAcc-mean()-X" 0.96644228
"walking" "24" "tGravityAcc-mean()-X" 0.95970108137931
"walking_downstairs" "24" "tGravityAcc-mean()-X" 0.950883416727273
"walking_upstairs" "24" "tGravityAcc-mean()-X" 0.906369500508475
"laying" "25" "tGravityAcc-mean()-X" -0.461102531369863
"sitting" "25" "tGravityAcc-mean()-X" 0.865686078153846
"standing" "25" "tGravityAcc-mean()-X" 0.929794733108108
"walking" "25" "tGravityAcc-mean()-X" 0.937483114459459
"walking_downstairs" "25" "tGravityAcc-mean()-X" 0.929627532241379
"walking_upstairs" "25" "tGravityAcc-mean()-X" 0.927693239538462
"laying" "26" "tGravityAcc-mean()-X" -0.621309715263158
"sitting" "26" "tGravityAcc-mean()-X" 0.782955611794872
"standing" "26" "tGravityAcc-mean()-X" 0.965460891621622
"walking" "26" "tGravityAcc-mean()-X" 0.960647754576271
"walking_downstairs" "26" "tGravityAcc-mean()-X" 0.9467972718
"walking_upstairs" "26" "tGravityAcc-mean()-X" 0.942095257090909
"laying" "27" "tGravityAcc-mean()-X" -0.530434604864865
"sitting" "27" "tGravityAcc-mean()-X" 0.839464714
"standing" "27" "tGravityAcc-mean()-X" 0.965351492
"walking" "27" "tGravityAcc-mean()-X" 0.944759287368421
"walking_downstairs" "27" "tGravityAcc-mean()-X" 0.931380178636364
"walking_upstairs" "27" "tGravityAcc-mean()-X" 0.868000278627451
"laying" "28" "tGravityAcc-mean()-X" -0.490334541875
"sitting" "28" "tGravityAcc-mean()-X" 0.907331309166667
"standing" "28" "tGravityAcc-mean()-X" 0.948514848481013
"walking" "28" "tGravityAcc-mean()-X" 0.942930275555556
"walking_downstairs" "28" "tGravityAcc-mean()-X" 0.929291680434783
"walking_upstairs" "28" "tGravityAcc-mean()-X" 0.854508231764706
"laying" "29" "tGravityAcc-mean()-X" -0.346789842753623
"sitting" "29" "tGravityAcc-mean()-X" 0.891563755166667
"standing" "29" "tGravityAcc-mean()-X" 0.974508732
"walking" "29" "tGravityAcc-mean()-X" 0.96237438509434
"walking_downstairs" "29" "tGravityAcc-mean()-X" 0.948486215
"walking_upstairs" "29" "tGravityAcc-mean()-X" 0.929258953877551
"laying" "30" "tGravityAcc-mean()-X" -0.344737755285714
"sitting" "30" "tGravityAcc-mean()-X" 0.825473836935484
"standing" "30" "tGravityAcc-mean()-X" 0.968556705084746
"walking" "30" "tGravityAcc-mean()-X" 0.965217551076923
"walking_downstairs" "30" "tGravityAcc-mean()-X" 0.958000491451613
"walking_upstairs" "30" "tGravityAcc-mean()-X" 0.93182983
"laying" "1" "tGravityAcc-mean()-Y" 0.70554977346
"sitting" "1" "tGravityAcc-mean()-Y" 0.204411592680851
"standing" "1" "tGravityAcc-mean()-Y" -0.272983832264151
"walking" "1" "tGravityAcc-mean()-Y" -0.282165021263158
"walking_downstairs" "1" "tGravityAcc-mean()-Y" -0.266610338979592
"walking_upstairs" "1" "tGravityAcc-mean()-Y" -0.362153364339623
"laying" "2" "tGravityAcc-mean()-Y" 0.752536639375
"sitting" "2" "tGravityAcc-mean()-Y" -0.105630024498783
"standing" "2" "tGravityAcc-mean()-Y" -0.370062696851852
"walking" "2" "tGravityAcc-mean()-Y" -0.34660709
"walking_downstairs" "2" "tGravityAcc-mean()-Y" -0.325780100638298
"walking_upstairs" "2" "tGravityAcc-mean()-Y" -0.416214890416667
"laying" "3" "tGravityAcc-mean()-Y" 0.837032099677419
"sitting" "3" "tGravityAcc-mean()-Y" 0.127303379245962
"standing" "3" "tGravityAcc-mean()-Y" -0.301735130327869
"walking" "3" "tGravityAcc-mean()-Y" -0.261986357931034
"walking_downstairs" "3" "tGravityAcc-mean()-Y" -0.228829214285714
"walking_upstairs" "3" "tGravityAcc-mean()-Y" -0.382851153728814
"laying" "4" "tGravityAcc-mean()-Y" 0.915165104259259
"sitting" "4" "tGravityAcc-mean()-Y" 0.211622539936894
"standing" "4" "tGravityAcc-mean()-Y" -0.0759009061071429
"walking" "4" "tGravityAcc-mean()-Y" -0.0858540265666667
"walking_downstairs" "4" "tGravityAcc-mean()-Y" -0.0620852772955556
"walking_upstairs" "4" "tGravityAcc-mean()-Y" -0.232944304615385
"laying" "5" "tGravityAcc-mean()-Y" 0.954890346153846
"sitting" "5" "tGravityAcc-mean()-Y" 0.168445524
"standing" "5" "tGravityAcc-mean()-Y" -0.03871012665
"walking" "5" "tGravityAcc-mean()-Y" -0.100440285303571
"walking_downstairs" "5" "tGravityAcc-mean()-Y" -0.0607578318319149
"walking_upstairs" "5" "tGravityAcc-mean()-Y" -0.265942569148936
"laying" "6" "tGravityAcc-mean()-Y" 0.956593814210526
"sitting" "6" "tGravityAcc-mean()-Y" 0.0682628663363636
"standing" "6" "tGravityAcc-mean()-Y" -0.230251036140351
"walking" "6" "tGravityAcc-mean()-Y" -0.214694852280702
"walking_downstairs" "6" "tGravityAcc-mean()-Y" -0.214046334375
"walking_upstairs" "6" "tGravityAcc-mean()-Y" -0.340732608823529
"laying" "7" "tGravityAcc-mean()-Y" 0.393444278076923
"sitting" "7" "tGravityAcc-mean()-Y" 0.00608846646041667
"standing" "7" "tGravityAcc-mean()-Y" -0.117607048924528
"walking" "7" "tGravityAcc-mean()-Y" -0.159097003684211
"walking_downstairs" "7" "tGravityAcc-mean()-Y" -0.12987167306383
"walking_upstairs" "7" "tGravityAcc-mean()-Y" -0.240950944117647
"laying" "8" "tGravityAcc-mean()-Y" 0.589922434814815
"sitting" "8" "tGravityAcc-mean()-Y" 0.240095117065217
"standing" "8" "tGravityAcc-mean()-Y" -0.0904603488214815
"walking" "8" "tGravityAcc-mean()-Y" -0.217102194583333
"walking_downstairs" "8" "tGravityAcc-mean()-Y" -0.187610243421053
"walking_upstairs" "8" "tGravityAcc-mean()-Y" -0.291341491707317
"laying" "9" "tGravityAcc-mean()-Y" -0.1191541962
"sitting" "9" "tGravityAcc-mean()-Y" -0.0414258228938
"standing" "9" "tGravityAcc-mean()-Y" -0.010383816474
"walking" "9" "tGravityAcc-mean()-Y" -0.0314341738730769
"walking_downstairs" "9" "tGravityAcc-mean()-Y" -0.0352304645104762
"walking_upstairs" "9" "tGravityAcc-mean()-Y" -0.0377947824285714
"laying" "10" "tGravityAcc-mean()-Y" -0.139297681034483
"sitting" "10" "tGravityAcc-mean()-Y" -0.041260775
"standing" "10" "tGravityAcc-mean()-Y" -0.0431597830454545
"walking" "10" "tGravityAcc-mean()-Y" -0.0838277013962264
"walking_downstairs" "10" "tGravityAcc-mean()-Y" -0.0646160768947368
"walking_upstairs" "10" "tGravityAcc-mean()-Y" -0.0565670278723404
"laying" "11" "tGravityAcc-mean()-Y" 0.943017941403509
"sitting" "11" "tGravityAcc-mean()-Y" 0.213716305739623
"standing" "11" "tGravityAcc-mean()-Y" -0.173082704680851
"walking" "11" "tGravityAcc-mean()-Y" -0.212045870169492
"walking_downstairs" "11" "tGravityAcc-mean()-Y" -0.200321942608696
"walking_upstairs" "11" "tGravityAcc-mean()-Y" -0.343576924814815
"laying" "12" "tGravityAcc-mean()-Y" 0.8033788345
"sitting" "12" "tGravityAcc-mean()-Y" 0.0830509010823529
"standing" "12" "tGravityAcc-mean()-Y" -0.21886535557377
"walking" "12" "tGravityAcc-mean()-Y" -0.1559834498
"walking_downstairs" "12" "tGravityAcc-mean()-Y" -0.178702175434783
"walking_upstairs" "12" "tGravityAcc-mean()-Y" -0.259144202692308
"laying" "13" "tGravityAcc-mean()-Y" 0.656400944354839
"sitting" "13" "tGravityAcc-mean()-Y" 0.101769752489796
"standing" "13" "tGravityAcc-mean()-Y" -0.239943146315789
"walking" "13" "tGravityAcc-mean()-Y" -0.283658580877193
"walking_downstairs" "13" "tGravityAcc-mean()-Y" -0.211555112553191
"walking_upstairs" "13" "tGravityAcc-mean()-Y" -0.357404501636364
"laying" "14" "tGravityAcc-mean()-Y" 0.48539692745098
"sitting" "14" "tGravityAcc-mean()-Y" -0.0364533962277778
"standing" "14" "tGravityAcc-mean()-Y" -0.226692231166667
"walking" "14" "tGravityAcc-mean()-Y" -0.270314822881356
"walking_downstairs" "14" "tGravityAcc-mean()-Y" -0.264254674666667
"walking_upstairs" "14" "tGravityAcc-mean()-Y" -0.322680364814815
"laying" "15" "tGravityAcc-mean()-Y" 0.899242553055556
"sitting" "15" "tGravityAcc-mean()-Y" 0.210849305016949
"standing" "15" "tGravityAcc-mean()-Y" -0.164713175490566
"walking" "15" "tGravityAcc-mean()-Y" -0.233918282592593
"walking_downstairs" "15" "tGravityAcc-mean()-Y" -0.167462317142857
"walking_upstairs" "15" "tGravityAcc-mean()-Y" -0.3149610125
"laying" "16" "tGravityAcc-mean()-Y" -0.0199270225714286
"sitting" "16" "tGravityAcc-mean()-Y" -0.086588253942029
"standing" "16" "tGravityAcc-mean()-Y" -0.0578867045
"walking" "16" "tGravityAcc-mean()-Y" -0.0668246472745098
"walking_downstairs" "16" "tGravityAcc-mean()-Y" -0.0584832676382979
"walking_upstairs" "16" "tGravityAcc-mean()-Y" -0.0805926025490196
"laying" "17" "tGravityAcc-mean()-Y" 0.658792072253521
"sitting" "17" "tGravityAcc-mean()-Y" -0.002814673171875
"standing" "17" "tGravityAcc-mean()-Y" -0.257486817948718
"walking" "17" "tGravityAcc-mean()-Y" -0.179927382704918
"walking_downstairs" "17" "tGravityAcc-mean()-Y" -0.151077057652174
"walking_upstairs" "17" "tGravityAcc-mean()-Y" -0.284153753333333
"laying" "18" "tGravityAcc-mean()-Y" 0.719755403692308
"sitting" "18" "tGravityAcc-mean()-Y" 0.12988647622807
"standing" "18" "tGravityAcc-mean()-Y" -0.204206320958904
"walking" "18" "tGravityAcc-mean()-Y" -0.254317085892857
"walking_downstairs" "18" "tGravityAcc-mean()-Y" -0.225809125454545
"walking_upstairs" "18" "tGravityAcc-mean()-Y" -0.316619946206897
"laying" "19" "tGravityAcc-mean()-Y" 0.725646622771084
"sitting" "19" "tGravityAcc-mean()-Y" 0.360343534657534
"standing" "19" "tGravityAcc-mean()-Y" -0.223897807808219
"walking" "19" "tGravityAcc-mean()-Y" -0.2233381
"walking_downstairs" "19" "tGravityAcc-mean()-Y" -0.215018042307692
"walking_upstairs" "19" "tGravityAcc-mean()-Y" -0.3871007085
"laying" "20" "tGravityAcc-mean()-Y" 0.864882956617647
"sitting" "20" "tGravityAcc-mean()-Y" 0.0733385412878788
"standing" "20" "tGravityAcc-mean()-Y" -0.305938716712329
"walking" "20" "tGravityAcc-mean()-Y" -0.344443913137255
"walking_downstairs" "20" "tGravityAcc-mean()-Y" -0.277419718666667
"walking_upstairs" "20" "tGravityAcc-mean()-Y" -0.479894842941176
"laying" "21" "tGravityAcc-mean()-Y" 0.599992678
"sitting" "21" "tGravityAcc-mean()-Y" 0.0215206708823529
"standing" "21" "tGravityAcc-mean()-Y" -0.346155558876404
"walking" "21" "tGravityAcc-mean()-Y" -0.370984549423077
"walking_downstairs" "21" "tGravityAcc-mean()-Y" -0.356673289555556
"walking_upstairs" "21" "tGravityAcc-mean()-Y" -0.432309617446809
"laying" "22" "tGravityAcc-mean()-Y" 0.632484075694444
"sitting" "22" "tGravityAcc-mean()-Y" 0.208553884
"standing" "22" "tGravityAcc-mean()-Y" -0.226418773650794
"walking" "22" "tGravityAcc-mean()-Y" -0.259644937173913
"walking_downstairs" "22" "tGravityAcc-mean()-Y" -0.222215179444444
"walking_upstairs" "22" "tGravityAcc-mean()-Y" -0.33682691
"laying" "23" "tGravityAcc-mean()-Y" 0.438434067361111
"sitting" "23" "tGravityAcc-mean()-Y" 0.1217510625
"standing" "23" "tGravityAcc-mean()-Y" -0.117401359697059
"walking" "23" "tGravityAcc-mean()-Y" -0.16176137
"walking_downstairs" "23" "tGravityAcc-mean()-Y" -0.110028841648148
"walking_upstairs" "23" "tGravityAcc-mean()-Y" -0.214481808235294
"laying" "24" "tGravityAcc-mean()-Y" 0.738430699305556
"sitting" "24" "tGravityAcc-mean()-Y" 0.182254651955882
"standing" "24" "tGravityAcc-mean()-Y" -0.145201300942029
"walking" "24" "tGravityAcc-mean()-Y" -0.115116241810345
"walking_downstairs" "24" "tGravityAcc-mean()-Y" -0.128326710927273
"walking_upstairs" "24" "tGravityAcc-mean()-Y" -0.237498409152542
"laying" "25" "tGravityAcc-mean()-Y" 0.620658919917808
"sitting" "25" "tGravityAcc-mean()-Y" 0.208287142261538
"standing" "25" "tGravityAcc-mean()-Y" -0.159316786486486
"walking" "25" "tGravityAcc-mean()-Y" -0.127315870743243
"walking_downstairs" "25" "tGravityAcc-mean()-Y" -0.0724270175862069
"walking_upstairs" "25" "tGravityAcc-mean()-Y" -0.217641282461538
"laying" "26" "tGravityAcc-mean()-Y" 0.803015011578947
"sitting" "26" "tGravityAcc-mean()-Y" 0.223105562025641
"standing" "26" "tGravityAcc-mean()-Y" -0.140315421824324
"walking" "26" "tGravityAcc-mean()-Y" -0.133922185084746
"walking_downstairs" "26" "tGravityAcc-mean()-Y" -0.0799003729
"walking_upstairs" "26" "tGravityAcc-mean()-Y" -0.246169656181818
"laying" "27" "tGravityAcc-mean()-Y" 0.567879494054054
"sitting" "27" "tGravityAcc-mean()-Y" 0.212947021371429
"standing" "27" "tGravityAcc-mean()-Y" -0.188504847375
"walking" "27" "tGravityAcc-mean()-Y" -0.187497034561404
